,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
394,100000395,Male,Single,31,Unknown,137827,Management/High qualified employee,Big city
395,100000396,Male,Single,32,Unknown,220923,Skilled employee/Official,Big city
396,100000397,Female,Married,55,University,165717,Management/High qualified employee,Big city
397,100000398,Male,Non-single,46,University,122299,Skilled employee/Official,Small city
398,100000399,Male,Non-single,46,University,,Skilled employee/Official,Small city
399,100000400,Female,Married,43,University,126449,Unemployed,Small city
400,100000401,Male,Non-single,39,High school,108315,Skilled employee/Official,Big city
401,100000402,Male,Married,28,High school,112515,Skilled employee/Official,Mid-sized city
402,100000403,Male,Single,27,Unknown,164559,Skilled employee/Official,Mid-sized city
403,100000404,Male,Single,27,Unknown,59238,Unemployed,Small city
404,100000405,Male,Single,43,High school,131133,Skilled employee/Official,Small city
405,100000406,Male,Non-single,22,High school,,Skilled employee/Official,Small city
406,100000407,Male,Single,43,High school,115393,Skilled employee/Official,Mid-sized city
407,100000408,Male,Non-single,27,High school,94711,Skilled employee/Official,Big city
408,100000409,Male,Non-single,26,High school,171860,Management/High qualified employee,Small city
409,100000410,Male,Non-single,28,High school,139414,Skilled employee/Official,Big city
410,100000411,Female,Non-single,20,High school,110931,Skilled employee/Official,Mid-sized city
411,100000412,Male,Single,35,High school,187549,Management/High qualified employee,Big city
412,100000413,Male,Single,42,High school,145508,Management/High qualified employee,Small city
413,100000414,Male,Single,40,High school,104240,Unemployed,Small city
414,100000415,Female,Non-single,35,High school,108272,Skilled employee/Official,Mid-sized city
415,100000416,Male,Single,35,High school,,Skilled employee/Official,Big city
416,100000417,Male,Single,33,High school,,Unemployed,Small city
417,100000418,Female,Married,23,High school,166763,Skilled employee/Official,Medium sized city
418,100000419,Female,Non-single,31,,175530,Management/High qualified employee,Mid-sized city
419,100000420,Female,Married,33,High school,112422,Skilled employee/Official,Mid-sized city
420,100000421,Female,Non-single,20,High school,154134,Skilled employee/Official,Big city
421,100000422,Male,Single,30,Unknown,112401,Skilled employee/Official,Mid-sized city
422,100000423,Male,Single,47,High school,85690,Unemployed,Small city
423,100000424,Male,Single,34,High school,,Management/High qualified employee,Big city
424,100000425,Female,Non-single,25,High school,122552,Skilled employee/Official,Big city
425,100000426,Male,Non-single,21,High school,115494,Skilled employee/Official,Big city
426,100000427,Male,Single,29,Unknown,109467,Skilled employee/Official,Small city
427,100000428,Male,Single,,High school,148226,Skilled employee/Official,Big city
428,100000429,Male,Single,20,Unknown,88559,Skilled employee/Official,Mid-sized city
429,100000430,Female,Non-single,55,University,62393,Unemployed,Small city
430,100000431,Male,Single,74,University,122133,Unemployed,Small city
431,100000432,Male,Single,29,Unknown,230883,Management/High qualified employee,Big city
432,100000433,Male,Single,,High school,136689,Management/High qualified employee,Big city
433,100000434,Male,Non-single,33,High school,109145,Skilled employee/Official,Small city
434,100000435,Male,Single,25,Unknown,100449,Skilled employee/Official,Big city
435,100000436,Male,Married,25,High school,106253,Skilled employee/Official,Small city
436,100000437,Male,Non-single,23,High school,84747,Unemployed,Mid sized city
437,100000438,Female,Married,37,High school,149465,Skilled employee/Official,Mid-sized city
438,100000439,Male,Single,65,University,84435,Unemployed,Small city
439,100000440,Female,Non-single,26,High school,,Unemployed,Small city
440,100000441,Male,Single,39,High school,139198,Management/High qualified employee,Mid-sized city
441,100000442,Female,Non-single,30,High school,106577,Skilled employee/Official,Mid-sized city
442,100000443,Male,Single,29,Unknown,117372,Skilled employee/Official,Big city
443,100000444,Male,Single,41,High school,69609,Unemployed,Small city
444,100000445,Female,Non-single,30,High school,178947,Management/High qualified employee,Big city
445,100000446,Female,Non-single,41,University,81743,Unemployed,Small city
446,100000447,Female,Married,34,High school,111900,Skilled employee/Official,Mid-sized city
447,100000448,Male,Single,35,High school,121650,Skilled employee/Official,Small city
448,100000449,Female,Non-single,55,University,172639,Management/High qualified employee,Big city
449,100000450,Male,Married,61,University,175740,Skilled employee/Official,Mid-sized city
450,100000451,Male,Single,30,Unknown,,Management/High qualified employee,Big city
451,100000452,Female,Non-single,29,High school,95200,Skilled employee/Official,Mid-sized city
452,100000453,Male,Single,34,High school,113609,Skilled employee/Official,Mid-sized city
453,100000454,Male,Single,35,High school,143552,Management/High qualified employee,Big city
454,100000455,Male,Single,31,Unknown,130973,Skilled employee/Official,
455,100000456,Female,Non-single,29,High school,145946,Management/High qualified employee,Medium sized city
456,100000457,Male,Single,36,High school,126206,Skilled employee/Official,Mid-sized city
457,100000458,Male,Single,35,High school,120426,Skilled employee/Official,Small city
458,100000459,Female,Non-single,27,High school,91925,Skilled employee/Official,Big city
459,100000460,Male,Single,32,Unknown,129630,Skilled employee/Official,Big city
460,100000461,Male,Single,37,High school,,Skilled employee/Official,Big city
461,100000462,Male,Single,36,High school,105240,Skilled employee/Official,Mid-sized city
462,100000463,Female,Non-single,34,High school,162180,Management/High qualified employee,Small city
463,100000464,Male,Single,38,High school,106552,Skilled employee/Official,Big city
464,100000465,Male,Single,34,High school,105843,Skilled employee/Official,Big city
465,100000466,Male,Single,63,University,138327,Skilled employee/Official,Mid-sized city
466,100000467,Female,Married,29,High school,76154,Unemployed,Small city
467,100000468,Male,Single,32,Unknown,,Skilled employee/Official,Mid-sized city
468,100000469,Female,Non-single,26,High school,114369,Skilled employee/Official,Mid-sized city
469,100000470,Male,Single,35,High school,102839,Unemployed,Small city
470,100000471,Male,Non-single,22,High school,132796,Skilled employee/Official,Small city
471,100000472,Female,Non-single,23,High school,89742,Skilled employee/Official,Big city
472,100000473,Male,Single,28,Unknown,58615,Unemployed,Small city
473,100000474,Male,Single,36,High school,130603,Management/High qualified employee,Big city
474,100000475,Male,Non-single,33,High school,110340,Skilled employee/Official,Small city
475,100000476,Female,Non-single,26,High school,,Skilled employee/Official,Medium sized city
476,100000477,Male,Single,24,Unknown,130808,Skilled employee/Official,Small city
477,100000478,Male,Single,25,Unknown,147402,Skilled employee/Official,Big city
478,100000479,Male,Single,39,High school,93567,Unemployed,Small city
479,100000480,Male,Single,44,High school,109289,Skilled employee/Official,Mid-sized city
480,100000481,Female,Non-single,23,High school,98742,Unemployed,Small city
481,100000482,Male,Single,26,Unknown,101270,Skilled employee/Official,Small city
482,100000483,Female,Non-single,57,University,187835,Skilled employee/Official,Mid-sized city
483,100000484,Female,Non-single,30,High school,140741,Skilled employee/Official,Small city
484,100000485,Male,Single,44,High school,133265,Skilled employee/Official,Big city
485,100000486,Male,Single,47,High school,148100,Management/High qualified employee,Big city
486,100000487,Male,Single,52,High school,131021,Skilled employee/Official,Big city
487,100000488,Female,Non-single,62,University,152620,Skilled employee/Official,Big city
488,100000489,Male,Single,35,High school,85033,Unemployed,Small city
489,100000490,Male,Single,26,Unknown,114514,Skilled employee/Official,Mid-sized city
490,100000491,Male,Single,26,Unknown,99307,Skilled employee/Official,Mid-sized city
491,100000492,Female,Non-single,42,University,219451,Management/High qualified employee,Big city
492,100000493,Female,Non-single,27,High school,114007,Skilled employee/Official,Small city
493,100000494,Male,Single,38,High school,102846,Skilled employee/Official,Small city
494,100000495,Male,Single,39,High school,,Unemployed,Small city
495,100000496,Male,Non-single,20,High school,107779,Skilled employee/Official,Big city
496,100000497,Male,Single,29,Unknown,222360,Management/High qualified employee,Big city
497,100000498,Male,Single,40,High school,107125,Skilled employee/Official,Small city
498,100000499,Male,Non-single,32,High school,80080,Unemployed,Small city
499,100000500,Male,Non-single,28,High school,129600,Skilled employee/Official,Small city
500,100000501,Female,Non-single,,High school,,Skilled employee/Official,Mid-sized city
501,100000502,Male,Single,42,High school,146237,Skilled employee/Official,Mid-sized city
502,100000503,Male,Non-single,49,University,144461,Skilled employee/Official,Big city
503,100000504,Male,Single,38,High school,124487,Skilled employee/Official,Small city
504,100000505,Female,Non-single,24,High school,,Skilled employee/Official,Small city
505,100000506,Male,Single,27,Unknown,64105,Unemployed,Small city
506,100000507,Male,Single,36,High school,156374,Skilled employee/Official,Big city
507,100000508,Male,Single,34,High school,205383,Management/High qualified employee,Big city
508,100000509,Male,Non-single,28,High school,98964,Skilled employee/Official,Medium sized city
509,100000510,Male,Single,45,High school,221842,Management/High qualified employee,Big city
510,100000511,Male,Single,26,Unknown,88027,Skilled employee/Official,Big city
511,100000512,Male,Single,32,Unknown,160513,Management/High qualified employee,Big city
512,100000513,Male,Single,26,Unknown,124536,Skilled employee/Official,Big city
513,100000514,Male,Non-single,,High school,93634,Skilled employee/Official,Medium sized city
514,100000515,Male,Single,54,High school,124725,Skilled employee/Official,Small city
515,100000516,Female,Non-single,37,High school,102456,Skilled employee/Official,Small city
516,100000517,Male,Single,40,High school,74975,Unemployed,Small city
517,100000518,Female,Non-single,23,High school,,Skilled employee/Official,Medium sized city
518,100000519,Male,Single,43,High school,119351,Skilled employee/Official,Big city
519,100000520,Male,Single,36,High school,95438,Skilled employee/Official,Big city
520,100000521,Male,Single,44,High school,147967,Skilled employee/Official,Big city
521,100000522,Female,Non-single,24,High school,116863,Skilled employee/Official,
522,100000523,Male,Single,53,High school,170622,Skilled employee/Official,Mid-sized city
523,100000524,Female,Non-single,23,,132426,Skilled employee/Official,Mid-sized city
524,100000525,Female,Non-single,26,High school,77519,Unemployed,Small city
525,100000526,Male,Single,30,,,Skilled employee/Official,Big city
526,100000527,Female,Non-single,31,High school,120030,Skilled employee/Official,Small city
527,100000528,Male,Single,42,High school,77933,Unemployed,Small city
528,100000529,Male,Non-single,31,High school,109892,Skilled employee/Official,Mid-sized city
529,100000530,Male,Single,41,High school,69062,Unemployed,Small city
530,100000531,Male,Single,32,Unknown,116348,Skilled employee/Official,Small city
531,100000532,Female,,28,,137188,Skilled employee/Official,Mid-sized city
532,100000533,Male,Non-single,41,High school,110199,Skilled employee/Official,Small city
533,100000534,Male,Non-single,26,High school,109890,Skilled employee/Official,Mid-sized city
534,100000535,Male,Single,25,Unknown,109751,Skilled employee/Official,Big city
535,100000536,Male,Non-single,33,High school,129651,Skilled employee/Official,Mid-sized city
536,100000537,Female,Non-single,75,Graduate school,170113,Management/High qualified employee,Mid-sized city
537,100000538,Female,Non-single,37,,140285,Skilled employee/Official,Mid-sized city
538,100000539,Male,Single,42,High school,,Management/High qualified employee,Big city
539,100000540,Female,Non-single,45,University,,Unemployed,Small city
540,100000541,Male,Non-single,23,High school,105137,Skilled employee/Official,Mid-sized city
541,100000542,Male,Single,60,University,127371,Skilled employee/Official,Small city
542,100000543,Male,Single,31,Unknown,145689,Skilled employee/Official,Small city
543,100000544,Male,Single,34,High school,,Unemployed,Mid-sized city
544,100000545,Male,Single,61,University,90709,Unemployed,Small city
545,100000546,Male,Single,433,High school,107099,Skilled employee/Official,Mid-sized city
546,100000547,Female,Non-single,37,High school,116021,Skilled employee/Official,Big city
547,100000548,Male,Single,32,Unknown,100426,Skilled employee/Official,Big city
548,100000549,Female,Married,24,High school,62249,Unemployed,Small city
549,100000550,Male,Single,35,High school,172957,Skilled employee/Official,Mid-sized city
550,100000551,Female,Non-single,23,High school,95003,Skilled employee/Official,Mid-sized city
551,100000552,Male,Single,45,High school,109698,Unemployed,Small city
552,100000553,Male,Married,,High school,157376,Skilled employee/Official,Mid sized city
553,100000554,Male,Single,27,Unknown,123191,Skilled employee/Official,Big city
554,100000555,Female,Non-single,67,Graduate school,171052,Management/High qualified employee,Small city
555,100000556,Male,Single,22,Unknown,99328,Skilled employee/Official,Small city
556,100000557,Female,Non-single,28,High school,133799,Skilled employee/Official,Big city
557,100000558,Female,Non-single,29,High school,138256,Skilled employee/Official,Big city
558,100000559,Male,Single,27,Unknown,115638,Skilled employee/Official,Small city
559,100000560,Male,Single,31,Unknown,82238,Unemployed,Small city
560,100000561,Male,Single,49,High school,127543,Skilled employee/Official,Mid-sized city
561,100000562,Male,Single,24,Unknown,63987,Unemployed,Small city
562,100000563,Female,Non-single,29,High school,114784,Skilled employee/Official,Small city
563,100000564,Male,Single,37,High school,217450,Skilled employee/Official,Mid-sized city
564,100000565,Male,Single,37,High school,173751,Management/High qualified employee,Big city
565,100000566,Female,Non-single,23,High school,,Skilled employee/Official,Small city
566,100000567,Male,Non-single,36,,104953,Skilled employee/Official,Mid sized city
567,100000568,Male,Single,34,High school,152371,Skilled employee/Official,Mid-sized city
568,100000569,Male,Single,41,High school,139905,Skilled employee/Official,Small city
569,100000570,Female,Married,31,High school,,Skilled employee/Official,Mid-sized city
570,100000571,Female,Non-single,23,High school,86488,Unemployed,Small city
571,100000572,Male,Single,38,High school,147472,Skilled employee/Official,Small city
572,100000573,Female,Non-single,26,High school,169991,Management/High qualified employee,Small city
573,100000574,Female,Non-single,22,High school,62381,Unemployed,Small city
574,100000575,Male,Single,27,Unknown,70926,Unemployed,Small city
575,100000576,Female,Non-single,24,High school,113004,Skilled employee/Official,Mid-sized city
576,100000577,Female,Married,27,High school,125760,Skilled employee/Official,Small city
577,100000578,Female,Non-single,33,High school,111918,Skilled employee/Official,Big city
578,100000579,Male,Non-single,27,High school,120674,Skilled employee/Official,Mid-sized city
579,100000580,Male,Non-single,27,High school,63597,Unemployed,Small city
580,100000581,Male,Single,30,Unknown,103069,Skilled employee/Official,Mid-sized city
581,100000582,Male,Single,49,High school,108079,Unemployed,Small city
582,100000583,Female,Non-single,26,High school,101159,Skilled employee/Official,Mid-sized city
583,100000584,Male,Single,33,High school,88211,Unemployed,Small city
584,100000585,Female,Non-single,,University,159052,Management/High qualified employee,Mid-sized city
585,100000586,Female,Non-single,20,High school,102623,Skilled employee/Official,Big city
586,100000587,Male,Single,36,High school,115589,Skilled employee/Official,Small city
587,100000588,Male,Single,21,Unknown,59127,Unemployed,Small city
588,100000589,Male,Non-single,47,University,82240,Unemployed,Small city
589,100000590,Male,Single,60,University,129425,Skilled employee/Official,Mid-sized city
590,100000591,Female,,58,University,,Unemployed,Small city
591,100000592,Female,Married,42,University,128462,Skilled employee/Official,Big city
592,100000593,Female,Non-single,36,High school,121403,Unemployed,Small city
593,100000594,Female,Non-single,20,High school,,Unemployed,Small city
594,100000595,Male,Single,40,High school,134946,Management/High qualified employee,Big city
595,100000596,Female,Non-single,32,High school,94058,Unemployed,Medium sized city
596,100000597,Female,Non-single,,High school,99285,Skilled employee/Official,Mid-sized city
597,100000598,Male,Single,36,High school,108432,Unemployed,Small city
598,100000599,Male,Single,31,Unknown,111369,Skilled employee/Official,Small city
599,100000600,Male,Single,32,Unknown,122612,Skilled employee/Official,Big city
600,100000601,Female,Non-single,45,University,134350,Skilled employee/Official,Small city
601,100000602,Female,Non-single,30,High school,108838,Skilled employee/Official,Big city
602,100000603,Female,Non-single,34,High school,90852,,Small city
603,100000604,Female,Non-single,28,High school,151580,Management/High qualified employee,Big city
604,100000605,Female,Non-single,23,,115681,Skilled employee/Official,Mid sized city
605,100000606,Male,Single,22,Unknown,131699,Skilled employee/Official,Mid-sized city
606,100000607,Male,Single,74,University,192481,Management/High qualified employee,Mid-sized city
607,100000608,Female,Non-single,50,University,155122,Skilled employee/Official,Big city
608,100000609,Male,Single,33,High school,106015,Skilled employee/Official,Big city
609,100000610,Male,Single,45,High school,108378,Skilled employee/Official,Small city
610,100000611,Female,Non-single,22,,105257,Skilled employee/Official,Mid-sized city
611,100000612,Female,Non-single,48,University,118788,Unemployed,Small city
612,100000613,Female,Non-single,29,High school,162955,Skilled employee/Official,Big city
613,100000614,Female,Non-single,22,High school,119511,Skilled employee/Official,Big city
614,100000615,Female,Non-single,22,High school,102000,Skilled employee/Official,Small city
615,100000616,Male,Single,48,High school,254449,Management/High qualified employee,Mid-sized city
616,100000617,Male,Single,27,Unknown,,Management/High qualified employee,Big city
617,100000618,Male,Single,37,High school,124805,Skilled employee/Official,Small city
618,100000619,Female,Non-single,21,High school,,Skilled employee/Official,Small city
619,100000620,Male,Married,49,University,78296,Unemployed,Small city
620,100000621,Male,Single,27,Unknown,125598,Skilled employee/Official,Mid-sized city
621,100000622,Male,Single,32,Unknown,100215,Skilled employee/Official,Big city
622,100000623,Male,Non-single,38,High school,,Skilled employee/Official,
623,100000624,Female,Non-single,22,High school,102480,Skilled employee/Official,Big city
624,100000625,Male,,65,University,136812,Skilled employee/Official,Mid-sized city
625,100000626,Male,Single,35,High school,106919,Skilled employee/Official,Mid-sized city
626,100000627,Male,Single,41,High school,,Skilled employee/Official,Big city
627,100000628,Male,Single,29,Unknown,119429,Skilled employee/Official,Mid-sized city
628,100000629,Male,Single,36,High school,154521,Skilled employee/Official,Mid-sized city
629,100000630,Male,Single,,University,117842,Unemployed,Small city
630,100000631,Female,Non-single,28,High school,124566,Skilled employee/Official,Big city
631,100000632,Male,Single,44,High school,110009,Skilled employee/Official,Big city
632,100000633,Male,Single,23,Unknown,101210,Skilled employee/Official,Mid-sized city
633,100000634,Female,Non-single,19,High school,101258,Skilled employee/Official,Small city
634,100000635,Female,Non-single,25,High school,79045,Unemployed,Small city
635,100000636,Male,Single,47,High school,,Skilled employee/Official,Small city
636,100000637,Female,Non-single,28,High school,,Skilled employee/Official,Big city
637,100000638,Male,Single,21,Unknown,227021,Skilled employee/Official,Mid-sized city
638,100000639,Female,Non-single,34,High school,108549,Skilled employee/Official,Mid-sized city
639,100000640,Male,Single,26,Unknown,,Skilled employee/Official,Small city
640,100000641,Female,Non-single,27,High school,35832,Unemployed,Small city
641,100000642,Male,Single,38,High school,81870,Unemployed,Small city
642,100000643,Male,Single,40,High school,,Management/High qualified employee,Big city
643,100000644,Male,Non-single,,High school,107158,Skilled employee/Official,Mid-sized city
644,100000645,Male,Non-single,32,High school,136638,Management/High qualified employee,Mid-sized city
645,100000646,Male,Single,27,Unknown,158147,Skilled employee/Official,Big city
646,100000647,Male,Non-single,32,High school,132587,Skilled employee/Official,Big city
647,100000648,Female,Non-single,26,High school,128140,Skilled employee/Official,Big city
648,100000649,Male,Single,38,High school,117405,Skilled employee/Official,Mid-sized city
649,100000650,Male,Single,40,High school,,Unemployed,Small city
650,100000651,Male,Single,50,High school,201656,Management/High qualified employee,Big city
651,100000652,Male,Single,37,High school,,Unemployed,Small city
652,100000653,Male,Single,45,High school,118006,Skilled employee/Official,Mid-sized city
653,100000654,Male,Single,42,High school,223630,Management/High qualified employee,Big city
654,100000655,Male,Single,35,High school,110442,Skilled employee/Official,Small city
655,100000656,Male,Single,22,Unknown,,Skilled employee/Official,Big city
656,100000657,Male,Single,,High school,80232,Unemployed,Small city
657,100000658,Male,Single,37,High school,,Skilled employee/Official,Mid-sized city
658,100000659,Female,Non-single,,High school,138952,Skilled employee/Official,Mid-sized city
659,100000660,Male,Single,41,High school,,Skilled employee/Official,Big city
660,100000661,Male,Non-single,23,High school,111862,Skilled employee/Official,Mid-sized city
661,100000662,Male,Non-single,23,High school,90051,Skilled employee/Official,Mid-sized city
662,100000663,Male,Single,50,High school,121400,Skilled employee/Official,Mid-sized city
663,100000664,Male,Single,35,High school,137000,Management/High qualified employee,Big city
664,100000665,Female,Non-single,50,University,,Unemployed,Small city
665,100000666,Male,Single,27,Unknown,172153,Management/High qualified employee,Big city
666,100000667,Male,Single,34,High school,170184,Skilled employee/Official,Mid-sized city
667,100000668,Female,Non-single,27,High school,123279,Skilled employee/Official,Mid-sized city
668,100000669,Male,Single,43,High school,140795,Skilled employee/Official,Small city
669,100000670,Male,Single,47,High school,144456,Skilled employee/Official,Small city
670,100000671,Male,Single,27,Unknown,104773,Unemployed,Small city
671,100000672,Male,Single,31,Unknown,153353,Skilled employee/Official,Mid-sized city
672,100000673,Male,Single,42,High school,223018,Management/High qualified employee,Mid-sized city
673,100000674,Male,Non-single,24,High school,129177,Skilled employee/Official,Big city
674,100000675,Male,Single,41,High school,,Unemployed,Mid-sized city
675,100000676,Female,Non-single,26,High school,161323,Management/High qualified employee,Mid-sized city
676,100000677,Male,Single,33,High school,135765,Skilled employee/Official,Big city
677,100000678,Male,Non-single,24,High school,158421,Skilled employee/Official,Small city
678,100000679,Male,Single,64,University,103941,Unemployed,Small city
679,100000680,Female,Non-single,2,High school,101783,Skilled employee/Official,Big city
680,100000681,Female,Non-single,56,University,126531,Skilled employee/Official,Mid-sized city
681,100000682,Male,Single,37,High school,111394,Skilled employee/Official,Mid-sized city
682,100000683,Male,Non-single,33,High school,,Skilled employee/Official,Big city
683,100000684,Male,Non-single,47,University,149545,Skilled employee/Official,Mid-sized city
684,100000685,Male,Single,31,Unknown,171857,Unemployed,Small city
685,100000686,Male,Single,34,High school,149782,Skilled employee/Official,Mid-sized city
686,100000687,Male,Single,27,Unknown,112470,Skilled employee/Official,Mid-sized city
687,100000688,Male,Single,30,Unknown,133907,Skilled employee/Official,Big city
688,100000689,Male,Single,35,High school,127849,Skilled employee/Official,Mid-sized city
689,100000690,Male,Single,31,Unknown,,Skilled employee/Official,Big city
690,100000691,Male,Non-single,25,High school,92366,Skilled employee/Official,Big city
691,100000692,Female,Non-single,25,High school,104794,Unemployed,Medium sized city
692,100000693,Male,Single,29,Unknown,133436,Skilled employee/Official,Mid-sized city
693,100000694,Male,Single,44,High school,110374,Unemployed,Small city
694,100000695,Male,Single,28,Unknown,104263,Skilled employee/Official,Mid-sized city
695,100000696,Male,Single,50,High school,138752,Skilled employee/Official,Small city
696,100000697,Male,Single,29,Unknown,102723,Skilled employee/Official,Small city
697,100000698,Female,Non-single,38,High school,46297,Unemployed,Small city
698,100000699,Male,Single,24,Unknown,96425,Skilled employee/Official,Mid-sized city
699,100000700,Male,,40,High school,158197,Management/High qualified employee,Mid-sized city
700,100000701,Female,Married,29,High school,98008,Unemployed,Small city
701,100000702,Male,Single,46,High school,157473,Skilled employee/Official,Small city
702,100000703,Female,Married,47,University,149306,Skilled employee/Official,Small city
703,100000704,Male,Single,41,High school,139236,Skilled employee/Official,Mid-sized city
704,100000705,Female,Non-single,32,High school,125890,Skilled employee/Official,Big city
705,100000706,Female,Non-single,35,High school,173124,Skilled employee/Official,Mid-sized city
706,100000707,Male,Single,24,Unknown,164621,Skilled employee/Official,Mid-sized city
707,100000708,Female,Non-single,25,High school,124539,Skilled employee/Official,Mid-sized city
708,100000709,Female,Non-single,25,High school,107614,Skilled employee/Official,Mid-sized city
709,100000710,Male,Single,37,High school,88849,Unemployed,Small city
710,100000711,Male,Single,32,Unknown,148566,Management/High qualified employee,Big city
711,100000712,Female,Non-single,35,High school,,Skilled employee/Official,Big city
712,100000713,Male,Single,46,High school,150465,Management/High qualified employee,Mid-sized city
713,100000714,Male,Single,25,Unknown,60868,Unemployed,Small city
714,100000715,Male,Single,27,,255198,Management/High qualified employee,Big city
715,100000716,Male,Single,63,University,183178,Skilled employee/Official,Mid-sized city
716,100000717,Male,Single,40,High school,121448,Skilled employee/Official,Big city
717,100000718,Male,Single,32,Unknown,129975,Management/High qualified employee,Big city
718,100000719,Male,Single,31,Unknown,132950,Skilled employee/Official,Big city
719,100000720,Male,Non-single,31,High school,,Skilled employee/Official,Mid-sized city
720,100000721,Male,Single,34,High school,147958,Management/High qualified employee,Mid-sized city
721,100000722,Female,Non-single,24,High school,139896,Skilled employee/Official,Big city
722,100000723,Female,Non-single,24,High school,68028,Unemployed,Small city
723,100000724,Female,Non-single,66,Graduate school,133328,Unemployed,Small city
724,100000725,Female,Non-single,21,High school,108518,Skilled employee/Official,Big city
725,100000726,Female,Non-single,41,University,112700,Unemployed,Small city
726,100000727,Male,Non-single,47,University,110190,Unemployed,Small city
727,100000728,Female,Non-single,25,High school,105104,Skilled employee/Official,Mid-sized city
728,100000729,Female,Non-single,59,University,184753,Skilled employee/Official,Mid-sized city
729,100000730,Male,Non-single,36,High school,162521,Skilled employee/Official,Big city
730,100000731,Male,Single,33,High school,156794,Skilled employee/Official,Mid-sized city
731,100000732,Male,Single,21,Unknown,65827,Unemployed,Small city
732,100000733,Female,Non-single,44,University,88490,Unemployed,Small city
733,100000734,Female,Non-single,28,High school,154919,Skilled employee/Official,Medium sized city
734,100000735,Female,Non-single,37,High school,129058,Skilled employee/Official,Small city
735,100000736,Female,Non-single,29,High school,77532,Unemployed,Small city
736,100000737,Female,Non-single,23,High school,235417,Management/High qualified employee,Big city
737,100000738,Male,Single,,High school,,Unemployed,Small city
738,100000739,Male,Single,45,High school,190803,Management/High qualified employee,Big city
739,100000740,Female,Non-single,26,High school,121423,Unemployed,Small city
740,100000741,Male,Single,32,Unknown,121347,Skilled employee/Official,Mid-sized city
741,100000742,Male,Single,23,Unknown,67408,Unemployed,Small city
742,100000743,Male,Single,41,High school,123043,Skilled employee/Official,Mid-sized city
743,100000744,Male,Single,22,Unknown,484719,Skilled employee/Official,Big city
744,100000745,Male,Single,30,Unknown,250050,Management/High qualified employee,Mid-sized city
745,100000746,Male,Single,28,Unknown,,Unemployed,Small city
746,100000747,Female,Non-single,23,High school,109547,Skilled employee/Official,Mid-sized city
747,100000748,Female,Non-single,37,High school,,Unemployed,Small city
748,100000749,Male,Single,26,Unknown,131122,Skilled employee/Official,Small city
749,100000750,Male,Single,33,High school,115403,Skilled employee/Official,Mid-sized city
750,100000751,Female,Non-single,49,University,110291,Skilled employee/Official,Big city
751,100000752,Female,Non-single,23,High school,64811,Unemployed,Small city
752,100000753,Female,Non-single,23,High school,86015,Unemployed,Small city
753,100000754,Female,Non-single,25,High school,,Skilled employee/Official,Big city
754,100000755,Male,Single,55,High school,159303,Skilled employee/Official,Mid-sized city
755,100000756,Female,Non-single,32,High school,104957,Skilled employee/Official,Mid sized city
756,100000757,Male,Single,74,University,89502,Unemployed,Small city
757,100000758,Male,Single,39,High school,121313,Skilled employee/Official,Mid-sized city
758,100000759,Male,Single,31,Unknown,98102,Skilled employee/Official,Small city
759,100000760,Male,Single,35,High school,94554,Skilled employee/Official,Mid-sized city
760,100000761,Female,Non-single,59,University,162591,Skilled employee/Official,Mid-sized city
761,100000762,Female,Non-single,24,High school,106629,Skilled employee/Official,Big city
762,100000763,Male,Single,24,Unknown,70400,Unemployed,Small city
763,100000764,Male,Single,30,Unknown,235660,Management/High qualified employee,Big city
764,100000765,Male,Non-single,27,High school,121747,Skilled employee/Official,Big city
765,100000766,Male,Non-single,40,High school,85060,Unemployed,Small city
766,100000767,Male,Non-single,31,High school,87630,Unemployed,Small city
767,100000768,Female,Non-single,31,High school,119673,Skilled employee/Official,Small city
768,100000769,Male,Single,28,Unknown,126060,Skilled employee/Official,Big city
769,100000770,Male,Single,63,University,96145,Unemployed,Small city
770,100000771,Female,Non-single,26,High school,,Skilled employee/Official,Small city
771,100000772,Female,Married,25,High school,194461,Management/High qualified employee,Big city
772,100000773,Male,Single,36,High school,150158,Management/High qualified employee,Big city
773,100000774,Male,Single,52,High school,136323,Skilled employee/Official,Big city
774,100000775,Male,Single,,University,111858,Unemployed,Small city
775,100000776,Female,Non-single,25,High school,100198,Skilled employee/Official,Small city
776,100000777,Male,Single,37,High school,123452,Skilled employee/Official,Big city
777,100000778,Female,Non-single,25,High school,120723,Skilled employee/Official,Mid-sized city
778,100000779,Male,Single,38,High school,215639,,Mid-sized city
779,100000780,Female,Non-single,67,Graduate school,166712,Skilled employee/Official,Mid-sized city
780,100000781,Male,Single,25,Unknown,136300,Skilled employee/Official,Mid-sized city
781,100000782,Male,Single,60,University,166988,Skilled employee/Official,Big city
782,100000783,Male,Single,31,Unknown,77265,Unemployed,Small city
783,100000784,Female,Non-single,23,High school,85967,Unemployed,Small city
784,100000785,Male,Non-single,60,University,212020,Management/High qualified employee,Small city
785,100000786,Male,Single,35,High school,126054,Unemployed,Small city
786,100000787,Male,Single,40,High school,144589,Skilled employee/Official,Small city
787,100000788,Male,Single,38,High school,116723,Skilled employee/Official,Mid-sized city
788,100000789,Male,Single,50,High school,168637,Skilled employee/Official,Mid-sized city
789,100000790,Male,Single,27,Unknown,139119,Skilled employee/Official,Mid-sized city
790,100000791,Female,Non-single,39,University,118610,Skilled employee/Official,Big city
